,id,name,publisher,image,price,rating
35,com.casualpunch.lipart,Lip Art 3D,ZPLAY Games,https://lh3.googleusercontent.com/aiNWtsQyj2En0zpIMKvQyj8w3ZQFdo6CvHBeiZt1RmmpltsFP_Pf0P1YummNdN7y6Xo=w3840,0,3.9
36,com.tapped.drawrider,Scribble Rider,VOODOO,https://lh3.googleusercontent.com/70422iPPICEKsnfliNa-cgAx6hYipUZCbFih9bvky1himLHYPetPwD_m0BId4VmVdwE=w3840,0,3.8
37,com.Celltop.SpiralRoll,Spiral Roll,VOODOO,https://lh3.googleusercontent.com/pnHfiauzr1lXa1b8KEVo3YDaOKVWhtLr8vF6_C12TbVZfFeVP7Bkoz8zRE9FjQGr_zY=w3840,0,3.8
38,com.zjcgame.superdress,"Yes, that dress!",Lion Studios,https://lh3.googleusercontent.com/U-s2aJ29qMhHDKw7AawSqIPPS8ikhn_LzJvMbAKHhhenOAN5veO2hu1mFIIcIoQKCA=w3840,0,3.8
39,com.GMA.Ball.Sort.Puzzle,Ball Sort Puzzle,IEC Global Pty Ltd,https://lh3.googleusercontent.com/8c1fMmv4L607UfhRy4VWNoBZGo3l95f6C-6W7gBDILL1vummSSmLrnrWeStYIYUEzyQ=w3840,0,3.8
40,com.GFLabs.BraidSalon,Braid Salon,Lion Studios,https://lh3.googleusercontent.com/yoeX_SYvBbb_u_Fjf3gsQgAeRJZ4E9YOFE93Vj9lqovuH-YTFtVlCqZGwHbnjq__vlA=w3840,0,3.7
41,by.hitbox.magicwoods,Idle Lumberjack 3D,VOODOO,https://lh3.googleusercontent.com/vgh5Hqja9VcuBJ3FexfecrrHF8lD-lAsslRTkNGcq6Q092Jwyr0cJrbRxb-XxYjwy_U=w3840,0,3.6
42,com.rollic.tanglemaster3D,Tangle Master 3D,Rollic Games,https://lh3.googleusercontent.com/240wqaPugxhwf5AL2NT1HxANNBwwX7KUDBchFcJzcs9VFTLOeCo3AbOjdWoxc78iFQ=w3840,0,3.5
43,com.hanna.bodyguard.expert,VIP Guard,Gismart,https://lh3.googleusercontent.com/caoZjMeA2aqrvbtV48pE0JKikNbBbhdxlK6nSWKM_IHZbPsi8ua9jfR9JGFsiAzYsg=w3840,0,3.4
44,com.brain.riddle,Riddle Master,Ruby Game Studio,https://lh3.googleusercontent.com/TTuGCDH_vp1z5YwD0s_5cdw93EwP7OSg5wPhTRffm7lOcKuQTod-A0wyveefx6FSxJU=w3840,0,3.3
45,com.crazylabs.i.can.paint,I Can Paint,Crazy Labs by TabTale,https://lh3.googleusercontent.com/SEvoxd146V9ock42nvn_Ta9xuUeALNJcFJp932KuTK0fVXPDkLS0hul_D7IzJ_knwgiu=w3840,0,3.3
46,com.casual.stairwaytoheaven,Stairway to Heaven !,Lion Studios,https://lh3.googleusercontent.com/gf7TSV3zNNRHUkMNmBmqfOUe28U6AVO1Zm9gtmwlPwc3RAtmXZ41Qa0V5N-JYDUzbQ=w3840,0,3.3
47,com.lightningstrikegames.fruitsurgeon,Fruit Clinic,Lion Studios,https://lh3.googleusercontent.com/C3cdFreryJmLcZOR1On_mamj3bcvxLLDcLiqNQVIjUAi_MXpUV5U0FWBdo6Uigdlk-4=w3840,0,3.2
48,nl.rtl.miljonairs,BankGiro Miljonairs,RTL Nederland B.V.,https://lh3.googleusercontent.com/-b9AsVaixkjXXyZOIGNMKj4HTw3JDOAK8-LZflTEi1JxQCMoLyTYvm7zzusLKEU6FQ=w3840,0,3.0
49,com.reboot.buildroads,Build Roads,Rollic Games,https://lh3.googleusercontent.com/sMHwWfZvLexGt9E9RfAo5efj0YPDBxYOrDZ1ucg7TAeEiobj6tL2nMkdMld8KUy8YV6-=w3840,0,2.2
